SKU ,Std. Price ($),On-Hand Stock ($),Inventory in units on-hand,"APU
(units)",Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,June,July,August,September,Demand for the whole year,APU Trend,S-OTD,Demand variability (COV),Lead Time (days)
72293, 112 ,7988.928042, 71 ,66,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,1425.6,0.80,1,0.9,31
42242, 70 ,3355.171905, 48 ,50,110,110,110,110,110,110,110,110,110,110,110,110,1320.0,1.20,1,0.79,31
45553, 29 ,1049.076533, 36 ,50,15,15,15,15,15,15,15,15,15,15,15,15,180.0,-0.70,1,0.72,21
27719, 41 ,1264.750889, 31 ,34,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,74.8,897.6,1.20,1,0.97,29
48758, 6 ,595.6329179, 99 ,74,111,111,111,111,111,111,111,111,111,111,111,111,1332.0,0.50,0.8,0.93,31
52738, 195 ,10422.69629, 54 ,58,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,127.6,1531.2,1.20,0.75,0.73,31
55169, 18 ,900.0852453, 51 ,58,145,145,145,145,145,145,145,145,145,145,145,145,1740.0,1.50,0.92,0.96,19
27805, 8 ,1044.21718, 131 ,58,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,835.2,0.20,0.82,1.47,31
34398, 23 ,3649.799577, 160 ,122,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,268.4,3220.8,1.20,1,1.06,31
21888," 1,078 ",104030.7816, 97 ,66,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,475.2,-0.40,1,1.23,31
93366, 33 ,2800.846686, 85 ,66,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,950.4,0.20,0.82,1.04,31
51684, 9 ,1042.634417, 122 ,58,81.2,81.2,81.2,81.2,81.2,81.2,81.2,81.2,81.2,81.2,81.2,81.2,974.4,0.40,0.92,0.8,50
19154, 6 ,12800," 1,986 ",34,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,163.2,-0.60,1,0.73,17
68319, 6 ,3234.206262, 538 ,430,645,645,645,645,645,645,645,645,645,645,645,645,7740.0,0.50,1,1.13,25
55807, 9 ,316.7928326, 36 ,58,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,417.6,-0.40,0.81,0.95,15
20509, 12 ,1261.182099, 109 ,98,147,147,147,147,147,147,147,147,147,147,147,147,1764.0,0.50,1,0.98,23
95930, 10 ,1084.578572, 113 ,138,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,1490.4,-0.10,1,0.73,31
66551, 7 ,1129.915633, 165 ,90,36,36,36,36,36,36,36,36,36,36,36,36,432.0,-0.60,1,1.47,25
34613, 57 ,3033.371511, 53 ,66,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,1425.6,0.80,1,0.73,28
13233, 46 ,3911.808283, 86 ,74,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,1953.6,1.20,1,0.95,31
76544, 16 ,275.3255881, 17 ,10,6,6,6,6,6,6,6,6,6,6,6,6,72.0,-0.40,1,1.35,31
26525, 34 ,3774.42753, 112 ,106,169.6,169.6,169.6,169.6,169.6,169.6,169.6,169.6,169.6,169.6,169.6,169.6,2035.2,0.60,1,0.86,31
85865, 89 ,8682.893884, 97 ,90,198,198,198,198,198,198,198,198,198,198,198,198,2376.0,1.20,0.82,1.2,23
14394, 7 ,1031.802473, 149 ,138,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,1490.4,-0.10,1,0.7,28
35731, 19 ,2284.081182, 121 ,162,405,405,405,405,405,405,405,405,405,405,405,405,4860.0,1.50,1,0.79,23
17725, 677 ,136785.8264, 202 ,90,126,126,126,126,126,126,126,126,126,126,126,126,1512.0,0.40,1,0.79,74
62206, 41 ,5108.766704, 123 ,146,219,219,219,219,219,219,219,219,219,219,219,219,2628.0,0.50,1,0.79,27
4119, 622 ,27979.25624, 45 ,74,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,532.8,-0.40,1,0.72,22
64747, 613 ,25017.47278, 41 ,82,205,205,205,205,205,205,205,205,205,205,205,205,2460.0,1.50,1,0.81,16
61240, 23 ,942.2190011, 40 ,58,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,835.2,0.20,1,0.86,17
24761, 26 ,4750.319796, 180 ,138,193.2,193.2,193.2,193.2,193.2,193.2,193.2,193.2,193.2,193.2,193.2,193.2,2318.4,0.40,1,1.06,31
50064, 23 ,2960.34698, 129 ,138,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,2980.8,0.80,0.83,1.05,22
10239, 9 ,486.5474622, 55 ,82,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,2164.8,1.20,1,0.76,20
23333, 8 ,1061.044892, 129 ,114,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,2462.4,0.80,1,1.12,20
41407, 21 ,1712.518325, 80 ,106,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,1526.4,0.20,0.82,0.98,23
89395, 40 ,5826.147071, 146 ,220,132,132,132,132,132,132,132,132,132,132,132,132,1584.0,-0.40,1,0.76,22
34902, 19 ,1387.019694, 72 ,66,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,1742.4,1.20,1,1.69,20
97206, 6 ,781.7260022, 125 ,114,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,2462.4,0.80,1,0.8,25
71347, 770 ,79411.68269, 103 ,122,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,585.6,-0.60,1,0.71,31
80430, 79 ,16035.78999, 203 ,122,305,305,305,305,305,305,305,305,305,305,305,305,3660.0,1.50,0.75,1.28,33
41203, 53 ,10999.25125, 209 ,122,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,1171.2,-0.20,1,1.58,28
26395, 6 ,587.4349537, 99 ,122,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,1756.8,0.20,1,0.88,20
93615, 29 ,6327.926282, 220 ,114,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,1915.2,0.40,0.8,1.04,46
46526, 11 ,1201.986078, 112 ,122,183,183,183,183,183,183,183,183,183,183,183,183,2196.0,0.50,1,1.23,22
99092, 20 ,1698.592501, 86 ,130,325,325,325,325,325,325,325,325,325,325,325,325,3900.0,1.50,0.84,0.89,22
91923, 27 ,2241.753609, 83 ,130,325,325,325,325,325,325,325,325,325,325,325,325,3900.0,1.50,1,0.72,22
76404, 11 ,961.5023559, 91 ,106,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,1526.4,0.20,0.96,0.72,23
89168, 19 ,3094.414368, 163 ,130,286,286,286,286,286,286,286,286,286,286,286,286,3432.0,1.20,1,1,31
37058, 321 ,15885.79988, 49 ,130,234,234,234,234,234,234,234,234,234,234,234,234,2808.0,0.80,1,0.76,13
7012, 8 ,1032.553186, 122 ,186,279,279,279,279,279,279,279,279,279,279,279,279,3348.0,0.50,1,0.83,22
84656, 9 ,1003.613037, 116 ,130,286,286,286,286,286,286,286,286,286,286,286,286,3432.0,1.20,0.83,1.1,23
84646, 9 ,1325.59892, 152 ,170,102,102,102,102,102,102,102,102,102,102,102,102,1224.0,-0.40,1,0.74,23
1826, 38 ,4420.95931, 117 ,154,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8,-0.40,0.84,0.82,23
72754, 9 ,1064.028648, 123 ,98,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,705.6,-0.40,0.71,0.82,28
19189, 30 ,6463.225765, 215 ,186,334.8,334.8,334.8,334.8,334.8,334.8,334.8,334.8,334.8,334.8,334.8,334.8,4017.6,0.80,1,1.47,20
42497, 10 ,597.3143042, 57 ,90,36,36,36,36,36,36,36,36,36,36,36,36,432.0,-0.60,1,0.73,20
99255, 6 ,1163.266731, 201 ,106,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,1526.4,0.20,1,0.73,46
28702, 11 ,261.4454634, 23 ,34,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,244.8,-0.40,0.82,0.78,20
73387, 11 ,996.7567062, 88 ,170,306,306,306,306,306,306,306,306,306,306,306,306,3672.0,0.80,1,0.73,20
32263, 41 ,1016.99663, 25 ,66,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,633.6,-0.20,1,0.9,13
64876, 25 ,3929.323605, 159 ,146,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,525.6,-0.70,1,0.82,33
4481, 21 ,5293.999017, 249 ,178,445,445,445,445,445,445,445,445,445,445,445,445,5340.0,1.50,0.77,1.03,33
56096, 25 ,4290.731072, 170 ,178,391.6,391.6,391.6,391.6,391.6,391.6,391.6,391.6,391.6,391.6,391.6,391.6,4699.2,1.20,0.82,0.74,31
68937, 11 ,1302.576019, 120 ,138,41.4,41.4,41.4,41.4,41.4,41.4,41.4,41.4,41.4,41.4,41.4,41.4,496.8,-0.70,1,0.8,31
19300, 8 ,1240.935843, 163 ,178,267,267,267,267,267,267,267,267,267,267,267,267,3204.0,0.50,1,0.74,23
13827, 6 ,3359.445934, 529 ,178,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,2563.2,0.20,0.82,2.33,31
79320, 17 ,9424.372393, 550 ,212,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,4070.4,0.60,1,1.99,33
3918, 5 ,1663.1949, 304 ,236,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,3398.4,0.20,1,0.72,45
12445, 12 ,1062.866617, 92 ,170,204,204,204,204,204,204,204,204,204,204,204,204,2448.0,0.20,1,0.77,20
30822, 7 ,1708.350146, 248 ,244,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,2342.4,-0.20,0.75,0.79,33
28525, 6 ,835.3391047, 150 ,178,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,2563.2,0.20,0.85,1.23,13
12159, 9 ,1770.657099, 194 ,146,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,2452.8,0.40,0.8,0.78,46
64627, 6 ,1014.13616, 160 ,146,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,1051.2,-0.40,1,0.96,31
54440, 11 ,3740.021709, 348 ,284,454.4,454.4,454.4,454.4,454.4,454.4,454.4,454.4,454.4,454.4,454.4,454.4,5452.8,0.60,1,0.87,33
14865, 5 ,1049.805676, 201 ,178,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,1922.4,-0.10,0.75,1.34,23
59541, 13 ,9171.459831, 727 ,268,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,3859.2,0.20,1,0.73,87
89017, 16 ,8122.204345, 504 ,252,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,1814.4,-0.40,1,1.07,46
46106, 12 ,1543.72312, 129 ,252,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,5443.2,0.80,1,0.73,20
21179, 31 ,8676.261744, 275 ,260,650,650,650,650,650,650,650,650,650,650,650,650,7800.0,1.50,1,0.92,29
37920, 7 ,1271.717537, 176 ,154,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,2217.6,0.20,1,0.95,23
91715, 9 ,1520.357156, 172 ,300,240,240,240,240,240,240,240,240,240,240,240,240,2880.0,-0.20,0.82,1.39,12
49986, 10 ,820.6282251, 80 ,106,190.8,190.8,190.8,190.8,190.8,190.8,190.8,190.8,190.8,190.8,190.8,190.8,2289.6,0.80,0.83,0.71,20
89244, 16 ,5226.629687, 323 ,186,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,4910.4,1.20,1,1.31,33
15597, 13 ,1691.099817, 128 ,220,484,484,484,484,484,484,484,484,484,484,484,484,5808.0,1.20,0.82,0.74,22
71647, 28 ,12117.58109, 435 ,228,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,2188.8,-0.20,1,1.47,33
991, 7 ,3385.682652, 472 ,332,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,5577.6,0.40,0.82,0.96,33
44766, 8 ,2731.824059, 345 ,276,386.4,386.4,386.4,386.4,386.4,386.4,386.4,386.4,386.4,386.4,386.4,386.4,4636.8,0.40,1,0.8,35
84276, 73 ,18067.51187, 249 ,324,583.2,583.2,583.2,583.2,583.2,583.2,583.2,583.2,583.2,583.2,583.2,583.2,6998.4,0.80,0.72,0.81,23
36903, 21 ,4013.249085, 191 ,252,352.8,352.8,352.8,352.8,352.8,352.8,352.8,352.8,352.8,352.8,352.8,352.8,4233.6,0.40,1,0.81,23
33063, 27 ,16996.96578, 632 ,340,612,612,612,612,612,612,612,612,612,612,612,612,7344.0,0.80,0.83,0.75,60
52341, 7 ,1699.670285, 228 ,252,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,5443.2,0.80,0.7,0.73,31
89952, 8 ,7625.255854, 979 ,406,324.8,324.8,324.8,324.8,324.8,324.8,324.8,324.8,324.8,324.8,324.8,324.8,3897.6,-0.20,0.75,0.75,68
48507, 7 ,5430.25706, 728 ,340,272,272,272,272,272,272,272,272,272,272,272,272,3264.0,-0.20,0.82,1.92,27
91204, 9 ,7889.533479, 921 ,380,684,684,684,684,684,684,684,684,684,684,684,684,8208.0,0.80,0.83,1.24,46
29443, 10 ,2791.852534, 285 ,268,589.6,589.6,589.6,589.6,589.6,589.6,589.6,589.6,589.6,589.6,589.6,589.6,7075.2,1.20,0.75,0.97,25
26413, 29 ,17291.94526, 601 ,454,544.8,544.8,544.8,544.8,544.8,544.8,544.8,544.8,544.8,544.8,544.8,544.8,6537.6,0.20,1,0.95,35
82814, 8 ,2725.52255, 359 ,308,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8,-0.70,1,0.73,35
73576, 14 ,3514.280265, 249 ,390,702,702,702,702,702,702,702,702,702,702,702,702,8424.0,0.80,1,0.72,21
50118, 18 ,10253.1605, 557 ,348,556.8,556.8,556.8,556.8,556.8,556.8,556.8,556.8,556.8,556.8,556.8,556.8,6681.6,0.60,1,1.29,31
32117, 17 ,1347.182741, 79 ,284,710,710,710,710,710,710,710,710,710,710,710,710,8520.0,1.50,0.8,0.72,11
65490, 12 ,4336.772155, 351 ,196,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,3763.2,0.60,1,0.93,46
19501, 6 ,845.086212, 137 ,260,156,156,156,156,156,156,156,156,156,156,156,156,1872.0,-0.40,1,0.89,11
50612, 5 ,810.0253426, 149 ,252,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,2419.2,-0.20,0.75,0.96,11
49002, 13 ,8544.028824, 654 ,494,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,9484.8,0.60,1,1.49,22
82290, 14 ,3536.249217, 255 ,486,777.6,777.6,777.6,777.6,777.6,777.6,777.6,777.6,777.6,777.6,777.6,777.6,9331.2,0.60,1,0.73,17
91154, 17 ,8270.401796, 501 ,268,428.8,428.8,428.8,428.8,428.8,428.8,428.8,428.8,428.8,428.8,428.8,428.8,5145.6,0.60,0.82,1.5,31
6088, 44 ,13723.49991, 309 ,478,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,2294.4,-0.60,1,1.51,11
38093, 5 ,3296.122057, 624 ,542,813,813,813,813,813,813,813,813,813,813,813,813,9756.0,0.50,1,1.47,18
21063, 7 ,4071.665514, 563 ,462,1016.4,1016.4,1016.4,1016.4,1016.4,1016.4,1016.4,1016.4,1016.4,1016.4,1016.4,1016.4,12196.8,1.20,0.87,0.87,31
27931, 141 ,48630.17304, 346 ,252,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,6652.8,1.20,0.82,1.54,23
57080, 5 ,1366.25941, 261 ,220,264,264,264,264,264,264,264,264,264,264,264,264,3168.0,0.20,1,1.6,21
12711, 88 ,42771.83102, 489 ,252,378,378,378,378,378,378,378,378,378,378,378,378,4536.0,0.50,1,1.62,31
7485, 61 ,12702.01403, 208 ,566,679.2,679.2,679.2,679.2,679.2,679.2,679.2,679.2,679.2,679.2,679.2,679.2,8150.4,0.20,1,0.72,13
58765, 6 ,1291.216771, 233 ,204,448.8,448.8,448.8,448.8,448.8,448.8,448.8,448.8,448.8,448.8,448.8,448.8,5385.6,1.20,1,1.27,25
39834, 10 ,3127.234546, 313 ,300,750,750,750,750,750,750,750,750,750,750,750,750,9000.0,1.50,1,0.72,33
86550, 12 ,7299.537784, 609 ,712,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,3417.6,-0.60,0.71,0.88,22
44209, 38 ,10297.90336, 273 ,462,415.8,415.8,415.8,415.8,415.8,415.8,415.8,415.8,415.8,415.8,415.8,415.8,4989.6,-0.10,0.71,0.33,33
53493, 12 ,2565.142149, 222 ,486,874.8,874.8,874.8,874.8,874.8,874.8,874.8,874.8,874.8,874.8,874.8,874.8,10497.6,0.80,1,0.25,35
69017, 40 ,6955.54459, 174 ,470,141,141,141,141,141,141,141,141,141,141,141,141,1692.0,-0.70,1,0.25,35
3479, 7 ,2538.167153, 363 ,308,369.6,369.6,369.6,369.6,369.6,369.6,369.6,369.6,369.6,369.6,369.6,369.6,4435.2,0.20,0.75,0.74,33
63660, 7 ,1433.087322, 205 ,430,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,12900.0,1.50,1,0.31,33
3317, 11 ,16595.76432," 1,546 ",616,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,2956.8,-0.60,0.71,1.6,38
89670, 7 ,1768.646373, 246 ,664,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,14342.4,0.80,0.85,0.25,27
34390, 5 ,2554.542516, 471 ,494,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,7113.6,0.20,1,0.56,33
7537, 26 ,14888.61679, 565 ,946,2081.2,2081.2,2081.2,2081.2,2081.2,2081.2,2081.2,2081.2,2081.2,2081.2,2081.2,2081.2,24974.4,1.20,0.85,0.62,23
96751, 7 ,9095.535716," 1,272 ",608,1337.6,1337.6,1337.6,1337.6,1337.6,1337.6,1337.6,1337.6,1337.6,1337.6,1337.6,1337.6,16051.2,1.20,1,1.04,46
98292, 83 ,8127.208089, 98 ,648,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,19440.0,1.50,1,0.1,35
3094, 7 ,2769.231622, 422 ,688,1238.4,1238.4,1238.4,1238.4,1238.4,1238.4,1238.4,1238.4,1238.4,1238.4,1238.4,1238.4,14860.8,0.80,1,0.64,20
9526, 8 ,2252.40595, 296 ,526,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,13886.4,1.20,0.8,0.89,14
17766, 6 ,6789.246958," 1,173 ",574,861,861,861,861,861,861,861,861,861,861,861,861,10332.0,0.50,1,0.58,70
39096, 26 ,5583.202715, 218 ,592,828.8,828.8,828.8,828.8,828.8,828.8,828.8,828.8,828.8,828.8,828.8,828.8,9945.6,0.40,1,0.25,33
71657, 6 ,2227.190922, 371 ,364,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,5241.6,0.20,1,1.39,17
52574, 6 ,3991.435433, 661 ,672,1209.6,1209.6,1209.6,1209.6,1209.6,1209.6,1209.6,1209.6,1209.6,1209.6,1209.6,1209.6,14515.2,0.80,1,1.43,16
88829, 81 ,49626.48206, 611 ,542,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,2601.6,-0.60,0.82,0.86,33
43049, 9 ,24597.01919," 2,780 ",972,1166.4,1166.4,1166.4,1166.4,1166.4,1166.4,1166.4,1166.4,1166.4,1166.4,1166.4,1166.4,13996.8,0.20,0.82,1.07,62
19725, 26 ,7665.794059, 292 ,744,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,13392.0,0.50,1,0.29,31
59303, 6 ,1314.908184, 204 ,574,1262.8,1262.8,1262.8,1262.8,1262.8,1262.8,1262.8,1262.8,1262.8,1262.8,1262.8,1262.8,15153.6,1.20,1,0.78,12
28071, 27 ,1758.487365, 66 ,704,844.8,844.8,844.8,844.8,844.8,844.8,844.8,844.8,844.8,844.8,844.8,844.8,10137.6,0.20,1,0.21,12
12797, 7 ,4386.465811, 623 ,744,595.2,595.2,595.2,595.2,595.2,595.2,595.2,595.2,595.2,595.2,595.2,595.2,7142.4,-0.20,0.75,0.55,29
37557, 21 ,7605.95426, 370 ,616,862.4,862.4,862.4,862.4,862.4,862.4,862.4,862.4,862.4,862.4,862.4,862.4,10348.8,0.40,1,0.63,23
45175, 16 ,3933.357085, 242 ,170,306,306,306,306,306,306,306,306,306,306,306,306,3672.0,0.80,0.82,0.98,35
82649, 14 ,8983.802539, 636 ,656,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,6297.6,-0.20,0.9,0.39,53
96540, 14 ,5855.362425, 426 ,810,1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,14580.0,0.50,1,0.52,23
35027, 7 ,9046.961932," 1,259 ",922,1475.2,1475.2,1475.2,1475.2,1475.2,1475.2,1475.2,1475.2,1475.2,1475.2,1475.2,1475.2,17702.4,0.60,0.82,1.16,27
87447, 6 ,3449.934768, 579 ,858,343.2,343.2,343.2,343.2,343.2,343.2,343.2,343.2,343.2,343.2,343.2,343.2,4118.4,-0.60,0.82,0.44,27
8121, 9 ,3189.03277, 345 ,794,1746.8,1746.8,1746.8,1746.8,1746.8,1746.8,1746.8,1746.8,1746.8,1746.8,1746.8,1746.8,20961.6,1.20,1,0.21,35
66651, 6 ,6476.508711," 1,024 ",946,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,20433.6,0.80,1,0.88,27
32462, 22 ,2365.59091, 108 ,954,2385,2385,2385,2385,2385,2385,2385,2385,2385,2385,2385,2385,28620.0,1.50,1,0.18,13
4180, 21 ,11703.55218, 546 ,996,597.6,597.6,597.6,597.6,597.6,597.6,597.6,597.6,597.6,597.6,597.6,597.6,7171.2,-0.40,0.82,0.34,33
49864, 31 ,16879.36862, 551 ,826,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,3964.8,-0.60,1,0.38,42
72092, 7 ,10385.71549," 1,439 ",890,1958,1958,1958,1958,1958,1958,1958,1958,1958,1958,1958,1958,23496.0,1.20,0.75,0.73,46
73888, 7 ,4264.205114, 602 ,1416,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,42480.0,1.50,1,0.86,11
81869, 14 ,46339.15081," 3,369 ",1690,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,16224.0,-0.20,1,1.41,35
54211, 26 ,17667.11879, 693 ,752,1353.6,1353.6,1353.6,1353.6,1353.6,1353.6,1353.6,1353.6,1353.6,1353.6,1353.6,1353.6,16243.2,0.80,0.9,0.68,33
13336, 7 ,10279.54362," 1,538 ",1416,849.6,849.6,849.6,849.6,849.6,849.6,849.6,849.6,849.6,849.6,849.6,849.6,10195.2,-0.40,1,0.82,29
76442, 7 ,1257.134627, 188 ,526,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,15780.0,1.50,0.82,0.86,11
34275, 10 ,22858.95251," 2,191 ",1408,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,42240.0,1.50,1,1.13,33
48698, 22 ,14004.20457, 631 ,1108,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,33240.0,1.50,0.71,0.28,33
55474, 9 ,3356.705036, 387 ,1206,723.6,723.6,723.6,723.6,723.6,723.6,723.6,723.6,723.6,723.6,723.6,723.6,8683.2,-0.40,1,0.64,11
14204, 26 ,11750.6453, 446 ,1148,2525.6,2525.6,2525.6,2525.6,2525.6,2525.6,2525.6,2525.6,2525.6,2525.6,2525.6,2525.6,30307.2,1.20,1,0.74,13
3430, 5 ,4302.96643, 841 ,1270,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,33528.0,1.20,1,0.58,22
39414, 6 ,5794.333865, 955 ,1294,2846.8,2846.8,2846.8,2846.8,2846.8,2846.8,2846.8,2846.8,2846.8,2846.8,2846.8,2846.8,34161.6,1.20,1,0.54,27
41010, 6 ,1129.530423, 201 ,972,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,16329.6,0.40,1,0.32,13
23114, 21 ,10344.04713, 482 ,672,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,20160.0,1.50,1,0.7,25
63816, 6 ,4455.730524, 734 ,890,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,17088.0,0.60,0.83,0.6,27
97674, 6 ,6155.317089," 1,082 ",874,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,6292.8,-0.40,0.85,0.78,33
10741, 10 ,13948.91044," 1,350 ",1480,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,28416.0,0.60,1,0.98,22
75376, 6 ,6421.259031," 1,001 ",1318,2372.4,2372.4,2372.4,2372.4,2372.4,2372.4,2372.4,2372.4,2372.4,2372.4,2372.4,2372.4,28468.8,0.80,1,0.78,21
77020, 7 ,16240," 2,177 ",1480,444,444,444,444,444,444,444,444,444,444,444,444,5328.0,-0.70,1,0.73,31
62577, 7 ,8034.527228," 1,119 ",1270,381,381,381,381,381,381,381,381,381,381,381,381,4572.0,-0.70,1,0.55,33
60626, 6 ,5933.648473, 977 ,1068,427.2,427.2,427.2,427.2,427.2,427.2,427.2,427.2,427.2,427.2,427.2,427.2,5126.4,-0.60,0.82,0.52,33
