sku ,standard_price,on_hand_stock_value,inventory_units_on_hand,average_monthly_usage,october_demand,november_demand,december_demand,january_demand,february_demand,march_demand,april_demand,may_demand,june_demand,july_demand,august_demand,september_demand,annual_demand,average_monthly_usage_trend,supplier_on_time_delivery,demand_variability_cov,lead_time_days
93366.37569,33,2800.846686,85,66,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,950.4,0.2,0.82,1.04,31
51684.3261,9,1042.634417,122,58,81.2,81.2,81.2,81.2,81.2,81.2,81.2,81.2,81.2,81.2,81.2,81.2,974.4,0.4,0.92,0.8,50
19153.67476,6,12800,1986,34,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,163.2,-0.6,1,0.73,17
68319.07542,6,3234.206262,538,430,645,645,645,645,645,645,645,645,645,645,645,645,7740,0.5,1,1.13,25
55806.5158,9,316.7928326,36,58,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,417.6,-0.4,0.81,0.95,15
20509.28596,12,1261.182099,109,98,147,147,147,147,147,147,147,147,147,147,147,147,1764,0.5,1,0.98,23
95930.30237,10,1084.578572,113,138,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,1490.4,-0.1,1,0.73,31
66550.65027,7,1129.915633,165,90,36,36,36,36,36,36,36,36,36,36,36,36,432,-0.6,1,1.47,25
34612.87214,57,3033.371511,53,66,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,118.8,1425.6,0.8,1,0.73,28
13232.79607,46,3911.808283,86,74,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,162.8,1953.6,1.2,1,0.95,31
76543.52333,16,275.3255881,17,10,6,6,6,6,6,6,6,6,6,6,6,6,72,-0.4,1,1.35,31
26525.0436,34,3774.42753,112,106,169.6,169.6,169.6,169.6,169.6,169.6,169.6,169.6,169.6,169.6,169.6,169.6,2035.2,0.6,1,0.86,31
85865.43543,89,8682.893884,97,90,198,198,198,198,198,198,198,198,198,198,198,198,2376,1.2,0.82,1.2,23
14394.16336,7,1031.802473,149,138,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,124.2,1490.4,-0.1,1,0.7,28
35730.5836,19,2284.081182,121,162,405,405,405,405,405,405,405,405,405,405,405,405,4860,1.5,1,0.79,23
17724.92674,677,136785.8264,202,90,126,126,126,126,126,126,126,126,126,126,126,126,1512,0.4,1,0.79,74
62206.36319,41,5108.766704,123,146,219,219,219,219,219,219,219,219,219,219,219,219,2628,0.5,1,0.79,27
4118.905937,622,27979.25624,45,74,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,44.4,532.8,-0.4,1,0.72,22
64747.20442,613,25017.47278,41,82,205,205,205,205,205,205,205,205,205,205,205,205,2460,1.5,1,0.81,16
61240.23018,23,942.2190011,40,58,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,69.6,835.2,0.2,1,0.86,17
24760.86271,26,4750.319796,180,138,193.2,193.2,193.2,193.2,193.2,193.2,193.2,193.2,193.2,193.2,193.2,193.2,2318.4,0.4,1,1.06,31
50064.12161,23,2960.34698,129,138,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,248.4,2980.8,0.8,0.83,1.05,22
10239.02632,9,486.5474622,55,82,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,180.4,2164.8,1.2,1,0.76,20
23332.87361,8,1061.044892,129,114,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,2462.4,0.8,1,1.12,20
41407.0252,21,1712.518325,80,106,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,1526.4,0.2,0.82,0.98,23
89394.55076,40,5826.147071,146,220,132,132,132,132,132,132,132,132,132,132,132,132,1584,-0.4,1,0.76,22
34901.62629,19,1387.019694,72,66,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,1742.4,1.2,1,1.69,20
97205.91371,6,781.7260022,125,114,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,205.2,2462.4,0.8,1,0.8,25
71346.84879,770,79411.68269,103,122,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,48.8,585.6,-0.6,1,0.71,31
80430.37141,79,16035.78999,203,122,305,305,305,305,305,305,305,305,305,305,305,305,3660,1.5,0.75,1.28,33
41203.29168,53,10999.25125,209,122,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,97.6,1171.2,-0.2,1,1.58,28
26394.89998,6,587.4349537,99,122,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,146.4,1756.8,0.2,1,0.88,20
93614.81142,29,6327.926282,220,114,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,159.6,1915.2,0.4,0.8,1.04,46
46526.14142,11,1201.986078,112,122,183,183,183,183,183,183,183,183,183,183,183,183,2196,0.5,1,1.23,22
99092.46226,20,1698.592501,86,130,325,325,325,325,325,325,325,325,325,325,325,325,3900,1.5,0.84,0.89,22
91923.4293,27,2241.753609,83,130,325,325,325,325,325,325,325,325,325,325,325,325,3900,1.5,1,0.72,22
76404.29028,11,961.5023559,91,106,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,1526.4,0.2,0.96,0.72,23
89168.13456,19,3094.414368,163,130,286,286,286,286,286,286,286,286,286,286,286,286,3432,1.2,1,1,31
37057.50135,321,15885.79988,49,130,234,234,234,234,234,234,234,234,234,234,234,234,2808,0.8,1,0.76,13
7011.978794,8,1032.553186,122,186,279,279,279,279,279,279,279,279,279,279,279,279,3348,0.5,1,0.83,22
84656.47876,9,1003.613037,116,130,286,286,286,286,286,286,286,286,286,286,286,286,3432,1.2,0.83,1.1,23
84645.50897,9,1325.59892,152,170,102,102,102,102,102,102,102,102,102,102,102,102,1224,-0.4,1,0.74,23
1826.379771,38,4420.95931,117,154,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8,-0.4,0.84,0.82,23
72754.33596,9,1064.028648,123,98,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,58.8,705.6,-0.4,0.71,0.82,28
19188.97653,30,6463.225765,215,186,334.8,334.8,334.8,334.8,334.8,334.8,334.8,334.8,334.8,334.8,334.8,334.8,4017.6,0.8,1,1.47,20
42497.04662,10,597.3143042,57,90,36,36,36,36,36,36,36,36,36,36,36,36,432,-0.6,1,0.73,20
99255.09936,6,1163.266731,201,106,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,127.2,1526.4,0.2,1,0.73,46
28701.63319,11,261.4454634,23,34,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,244.8,-0.4,0.82,0.78,20
73387.0324,11,996.7567062,88,170,306,306,306,306,306,306,306,306,306,306,306,306,3672,0.8,1,0.73,20
32263.1607,41,1016.99663,25,66,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,633.6,-0.2,1,0.9,13
64875.99647,25,3929.323605,159,146,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,525.6,-0.7,1,0.82,33
4480.640121,21,5293.999017,249,178,445,445,445,445,445,445,445,445,445,445,445,445,5340,1.5,0.77,1.03,33
56096.26675,25,4290.731072,170,178,391.6,391.6,391.6,391.6,391.6,391.6,391.6,391.6,391.6,391.6,391.6,391.6,4699.2,1.2,0.82,0.74,31
68937.24966,11,1302.576019,120,138,41.4,41.4,41.4,41.4,41.4,41.4,41.4,41.4,41.4,41.4,41.4,41.4,496.8,-0.7,1,0.8,31
19299.52682,8,1240.935843,163,178,267,267,267,267,267,267,267,267,267,267,267,267,3204,0.5,1,0.74,23
13827.44534,6,3359.445934,529,178,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,2563.2,0.2,0.82,2.33,31
79319.56159,17,9424.372393,550,212,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,4070.4,0.6,1,1.99,33
3917.77502,5,1663.1949,304,236,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,283.2,3398.4,0.2,1,0.72,45
12445.2829,12,1062.866617,92,170,204,204,204,204,204,204,204,204,204,204,204,204,2448,0.2,1,0.77,20
30822.31636,7,1708.350146,248,244,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,195.2,2342.4,-0.2,0.75,0.79,33
28524.55907,6,835.3391047,150,178,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,213.6,2563.2,0.2,0.85,1.23,13
12159.11518,9,1770.657099,194,146,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,204.4,2452.8,0.4,0.8,0.78,46
64627.18514,6,1014.13616,160,146,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,87.6,1051.2,-0.4,1,0.96,31
54440.0798,11,3740.021709,348,284,454.4,454.4,454.4,454.4,454.4,454.4,454.4,454.4,454.4,454.4,454.4,454.4,5452.8,0.6,1,0.87,33
14865.09325,5,1049.805676,201,178,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,160.2,1922.4,-0.1,0.75,1.34,23
59540.86287,13,9171.459831,727,268,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,3859.2,0.2,1,0.73,87
89016.80093,16,8122.204345,504,252,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,1814.4,-0.4,1,1.07,46
46105.6719,12,1543.72312,129,252,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,5443.2,0.8,1,0.73,20
21179.05749,31,8676.261744,275,260,650,650,650,650,650,650,650,650,650,650,650,650,7800,1.5,1,0.92,29
37920.10879,7,1271.717537,176,154,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,184.8,2217.6,0.2,1,0.95,23
91715.26174,9,1520.357156,172,300,240,240,240,240,240,240,240,240,240,240,240,240,2880,-0.2,0.82,1.39,12
49986.20614,10,820.6282251,80,106,190.8,190.8,190.8,190.8,190.8,190.8,190.8,190.8,190.8,190.8,190.8,190.8,2289.6,0.8,0.83,0.71,20
89243.77892,16,5226.629687,323,186,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,409.2,4910.4,1.2,1,1.31,33
15597.37267,13,1691.099817,128,220,484,484,484,484,484,484,484,484,484,484,484,484,5808,1.2,0.82,0.74,22
71647.04951,28,12117.58109,435,228,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,182.4,2188.8,-0.2,1,1.47,33
990.6670531,7,3385.682652,472,332,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,464.8,5577.6,0.4,0.82,0.96,33
44766.43608,8,2731.824059,345,276,386.4,386.4,386.4,386.4,386.4,386.4,386.4,386.4,386.4,386.4,386.4,386.4,4636.8,0.4,1,0.8,35
84276.1629,73,18067.51187,249,324,583.2,583.2,583.2,583.2,583.2,583.2,583.2,583.2,583.2,583.2,583.2,583.2,6998.4,0.8,0.72,0.81,23
36903.02252,21,4013.249085,191,252,352.8,352.8,352.8,352.8,352.8,352.8,352.8,352.8,352.8,352.8,352.8,352.8,4233.6,0.4,1,0.81,23
33062.92628,27,16996.96578,632,340,612,612,612,612,612,612,612,612,612,612,612,612,7344,0.8,0.83,0.75,60
52341.01919,7,1699.670285,228,252,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,453.6,5443.2,0.8,0.7,0.73,31
89951.51899,8,7625.255854,979,406,324.8,324.8,324.8,324.8,324.8,324.8,324.8,324.8,324.8,324.8,324.8,324.8,3897.6,-0.2,0.75,0.75,68
48507.3207,7,5430.25706,728,340,272,272,272,272,272,272,272,272,272,272,272,272,3264,-0.2,0.82,1.92,27
91203.71952,9,7889.533479,921,380,684,684,684,684,684,684,684,684,684,684,684,684,8208,0.8,0.83,1.24,46
29443.44791,10,2791.852534,285,268,589.6,589.6,589.6,589.6,589.6,589.6,589.6,589.6,589.6,589.6,589.6,589.6,7075.2,1.2,0.75,0.97,25
26412.83289,29,17291.94526,601,454,544.8,544.8,544.8,544.8,544.8,544.8,544.8,544.8,544.8,544.8,544.8,544.8,6537.6,0.2,1,0.95,35
82813.67224,8,2725.52255,359,308,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,92.4,1108.8,-0.7,1,0.73,35
73576.4875,14,3514.280265,249,390,702,702,702,702,702,702,702,702,702,702,702,702,8424,0.8,1,0.72,21
50118.45693,18,10253.1605,557,348,556.8,556.8,556.8,556.8,556.8,556.8,556.8,556.8,556.8,556.8,556.8,556.8,6681.6,0.6,1,1.29,31
32116.59585,17,1347.182741,79,284,710,710,710,710,710,710,710,710,710,710,710,710,8520,1.5,0.8,0.72,11
65490.25957,12,4336.772155,351,196,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,313.6,3763.2,0.6,1,0.93,46
19501.29949,6,845.086212,137,260,156,156,156,156,156,156,156,156,156,156,156,156,1872,-0.4,1,0.89,11
50611.65194,5,810.0253426,149,252,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,201.6,2419.2,-0.2,0.75,0.96,11
49002.29976,13,8544.028824,654,494,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,790.4,9484.8,0.6,1,1.49,22
82289.6548,14,3536.249217,255,486,777.6,777.6,777.6,777.6,777.6,777.6,777.6,777.6,777.6,777.6,777.6,777.6,9331.2,0.6,1,0.73,17
91153.84839,17,8270.401796,501,268,428.8,428.8,428.8,428.8,428.8,428.8,428.8,428.8,428.8,428.8,428.8,428.8,5145.6,0.6,0.82,1.5,31
6088.393127,44,13723.49991,309,478,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,191.2,2294.4,-0.6,1,1.51,11
38093.32095,5,3296.122057,624,542,813,813,813,813,813,813,813,813,813,813,813,813,9756,0.5,1,1.47,18
21062.89384,7,4071.665514,563,462,1016.4,1016.4,1016.4,1016.4,1016.4,1016.4,1016.4,1016.4,1016.4,1016.4,1016.4,1016.4,12196.8,1.2,0.87,0.87,31
27931.32597,141,48630.17304,346,252,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,554.4,6652.8,1.2,0.82,1.54,23
57080.21584,5,1366.25941,261,220,264,264,264,264,264,264,264,264,264,264,264,264,3168,0.2,1,1.6,21
12710.54877,88,42771.83102,489,252,378,378,378,378,378,378,378,378,378,378,378,378,4536,0.5,1,1.62,31
7484.962409,61,12702.01403,208,566,679.2,679.2,679.2,679.2,679.2,679.2,679.2,679.2,679.2,679.2,679.2,679.2,8150.4,0.2,1,0.72,13
58765.31507,6,1291.216771,233,204,448.8,448.8,448.8,448.8,448.8,448.8,448.8,448.8,448.8,448.8,448.8,448.8,5385.6,1.2,1,1.27,25
39833.66569,10,3127.234546,313,300,750,750,750,750,750,750,750,750,750,750,750,750,9000,1.5,1,0.72,33
86550.04954,12,7299.537784,609,712,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,284.8,3417.6,-0.6,0.71,0.88,22
44208.9097,38,10297.90336,273,462,415.8,415.8,415.8,415.8,415.8,415.8,415.8,415.8,415.8,415.8,415.8,415.8,4989.6,-0.1,0.71,0.33,33
53493.12248,12,2565.142149,222,486,874.8,874.8,874.8,874.8,874.8,874.8,874.8,874.8,874.8,874.8,874.8,874.8,10497.6,0.8,1,0.25,35
69017.25451,40,6955.54459,174,470,141,141,141,141,141,141,141,141,141,141,141,141,1692,-0.7,1,0.25,35
3478.938552,7,2538.167153,363,308,369.6,369.6,369.6,369.6,369.6,369.6,369.6,369.6,369.6,369.6,369.6,369.6,4435.2,0.2,0.75,0.74,33
63660.10815,7,1433.087322,205,430,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,1075,12900,1.5,1,0.31,33
3317.463521,11,16595.76432,1546,616,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,246.4,2956.8,-0.6,0.71,1.6,38
89669.53586,7,1768.646373,246,664,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,1195.2,14342.4,0.8,0.85,0.25,27
34390.00277,5,2554.542516,471,494,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,592.8,7113.6,0.2,1,0.56,33
7536.769747,26,14888.61679,565,946,2081.2,2081.2,2081.2,2081.2,2081.2,2081.2,2081.2,2081.2,2081.2,2081.2,2081.2,2081.2,24974.4,1.2,0.85,0.62,23
96750.54531,7,9095.535716,1272,608,1337.6,1337.6,1337.6,1337.6,1337.6,1337.6,1337.6,1337.6,1337.6,1337.6,1337.6,1337.6,16051.2,1.2,1,1.04,46
98292.19693,83,8127.208089,98,648,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,19440,1.5,1,0.1,35
3093.613486,7,2769.231622,422,688,1238.4,1238.4,1238.4,1238.4,1238.4,1238.4,1238.4,1238.4,1238.4,1238.4,1238.4,1238.4,14860.8,0.8,1,0.64,20
9526.482248,8,2252.40595,296,526,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,1157.2,13886.4,1.2,0.8,0.89,14
17766.48626,6,6789.246958,1173,574,861,861,861,861,861,861,861,861,861,861,861,861,10332,0.5,1,0.58,70
39095.80432,26,5583.202715,218,592,828.8,828.8,828.8,828.8,828.8,828.8,828.8,828.8,828.8,828.8,828.8,828.8,9945.6,0.4,1,0.25,33
71657.17638,6,2227.190922,371,364,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,436.8,5241.6,0.2,1,1.39,17
52573.89521,6,3991.435433,661,672,1209.6,1209.6,1209.6,1209.6,1209.6,1209.6,1209.6,1209.6,1209.6,1209.6,1209.6,1209.6,14515.2,0.8,1,1.43,16
88828.83679,81,49626.48206,611,542,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,216.8,2601.6,-0.6,0.82,0.86,33
43048.89302,9,24597.01919,2780,972,1166.4,1166.4,1166.4,1166.4,1166.4,1166.4,1166.4,1166.4,1166.4,1166.4,1166.4,1166.4,13996.8,0.2,0.82,1.07,62
19725.13695,26,7665.794059,292,744,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,13392,0.5,1,0.29,31
59302.89808,6,1314.908184,204,574,1262.8,1262.8,1262.8,1262.8,1262.8,1262.8,1262.8,1262.8,1262.8,1262.8,1262.8,1262.8,15153.6,1.2,1,0.78,12
28071.43638,27,1758.487365,66,704,844.8,844.8,844.8,844.8,844.8,844.8,844.8,844.8,844.8,844.8,844.8,844.8,10137.6,0.2,1,0.21,12
12797.36362,7,4386.465811,623,744,595.2,595.2,595.2,595.2,595.2,595.2,595.2,595.2,595.2,595.2,595.2,595.2,7142.4,-0.2,0.75,0.55,29
37557.19109,21,7605.95426,370,616,862.4,862.4,862.4,862.4,862.4,862.4,862.4,862.4,862.4,862.4,862.4,862.4,10348.8,0.4,1,0.63,23
45174.96376,16,3933.357085,242,170,306,306,306,306,306,306,306,306,306,306,306,306,3672,0.8,0.82,0.98,35
82649.02655,14,8983.802539,636,656,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,524.8,6297.6,-0.2,0.9,0.39,53
96539.69681,14,5855.362425,426,810,1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,14580,0.5,1,0.52,23
35027.40025,7,9046.961932,1259,922,1475.2,1475.2,1475.2,1475.2,1475.2,1475.2,1475.2,1475.2,1475.2,1475.2,1475.2,1475.2,17702.4,0.6,0.82,1.16,27
87446.87055,6,3449.934768,579,858,343.2,343.2,343.2,343.2,343.2,343.2,343.2,343.2,343.2,343.2,343.2,343.2,4118.4,-0.6,0.82,0.44,27
8120.820974,9,3189.03277,345,794,1746.8,1746.8,1746.8,1746.8,1746.8,1746.8,1746.8,1746.8,1746.8,1746.8,1746.8,1746.8,20961.6,1.2,1,0.21,35
66650.70302,6,6476.508711,1024,946,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,1702.8,20433.6,0.8,1,0.88,27
32462.07942,22,2365.59091,108,954,2385,2385,2385,2385,2385,2385,2385,2385,2385,2385,2385,2385,28620,1.5,1,0.18,13
4179.736314,21,11703.55218,546,996,597.6,597.6,597.6,597.6,597.6,597.6,597.6,597.6,597.6,597.6,597.6,597.6,7171.2,-0.4,0.82,0.34,33
49863.589,31,16879.36862,551,826,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,330.4,3964.8,-0.6,1,0.38,42
72091.99853,7,10385.71549,1439,890,1958,1958,1958,1958,1958,1958,1958,1958,1958,1958,1958,1958,23496,1.2,0.75,0.73,46
73887.80966,7,4264.205114,602,1416,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,42480,1.5,1,0.86,11
81868.63666,14,46339.15081,3369,1690,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,16224,-0.2,1,1.41,35
54211.1528,26,17667.11879,693,752,1353.6,1353.6,1353.6,1353.6,1353.6,1353.6,1353.6,1353.6,1353.6,1353.6,1353.6,1353.6,16243.2,0.8,0.9,0.68,33
13335.72458,7,10279.54362,1538,1416,849.6,849.6,849.6,849.6,849.6,849.6,849.6,849.6,849.6,849.6,849.6,849.6,10195.2,-0.4,1,0.82,29
76441.54962,7,1257.134627,188,526,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,15780,1.5,0.82,0.86,11
34274.56174,10,22858.95251,2191,1408,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,3520,42240,1.5,1,1.13,33
48698.09401,22,14004.20457,631,1108,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,2770,33240,1.5,0.71,0.28,33
55473.70414,9,3356.705036,387,1206,723.6,723.6,723.6,723.6,723.6,723.6,723.6,723.6,723.6,723.6,723.6,723.6,8683.2,-0.4,1,0.64,11
14203.87101,26,11750.6453,446,1148,2525.6,2525.6,2525.6,2525.6,2525.6,2525.6,2525.6,2525.6,2525.6,2525.6,2525.6,2525.6,30307.2,1.2,1,0.74,13
3430.48939,5,4302.96643,841,1270,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794,33528,1.2,1,0.58,22
39413.5795,6,5794.333865,955,1294,2846.8,2846.8,2846.8,2846.8,2846.8,2846.8,2846.8,2846.8,2846.8,2846.8,2846.8,2846.8,34161.6,1.2,1,0.54,27
41010.12339,6,1129.530423,201,972,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,1360.8,16329.6,0.4,1,0.32,13
23113.94007,21,10344.04713,482,672,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,20160,1.5,1,0.7,25
63816.3017,6,4455.730524,734,890,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,17088,0.6,0.83,0.6,27
97673.70719,6,6155.317089,1082,874,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,524.4,6292.8,-0.4,0.85,0.78,33
10741.3015,10,13948.91044,1350,1480,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,28416,0.6,1,0.98,22
75376.46112,6,6421.259031,1001,1318,2372.4,2372.4,2372.4,2372.4,2372.4,2372.4,2372.4,2372.4,2372.4,2372.4,2372.4,2372.4,28468.8,0.8,1,0.78,21
77020.25661,7,16240,2177,1480,444,444,444,444,444,444,444,444,444,444,444,444,5328,-0.7,1,0.73,31
62577.32088,7,8034.527228,1119,1270,381,381,381,381,381,381,381,381,381,381,381,381,4572,-0.7,1,0.55,33
60625.65298,6,5933.648473,977,1068,427.2,427.2,427.2,427.2,427.2,427.2,427.2,427.2,427.2,427.2,427.2,427.2,5126.4,-0.6,0.82,0.52,33
92222.6744,10,6258.369199,598,1270,2286,2286,2286,2286,2286,2286,2286,2286,2286,2286,2286,2286,27432,0.8,0.82,0.37,24
39287.16927,10,6167.057921,595,1302,1822.8,1822.8,1822.8,1822.8,1822.8,1822.8,1822.8,1822.8,1822.8,1822.8,1822.8,1822.8,21873.6,0.4,1,0.26,33
58137.15511,23,21980.24383,948,1562,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343,28116,0.5,0.75,0.48,27
93125.36957,6,4377.289795,684,494,296.4,296.4,296.4,296.4,296.4,296.4,296.4,296.4,296.4,296.4,296.4,296.4,3556.8,-0.4,1,0.93,33
95346.79829,6,3360.484709,564,1520,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,27360,0.5,1,0.63,12
38413.66891,12,15445.82557,1246,1562,3436.4,3436.4,3436.4,3436.4,3436.4,3436.4,3436.4,3436.4,3436.4,3436.4,3436.4,3436.4,41236.8,1.2,1,0.16,85
32669.2864,7,14267.8487,2003,1916,1149.6,1149.6,1149.6,1149.6,1149.6,1149.6,1149.6,1149.6,1149.6,1149.6,1149.6,1149.6,13795.2,-0.4,0.75,0.91,25
88284.20088,8,51709.19476,6696,1860,2232,2232,2232,2232,2232,2232,2232,2232,2232,2232,2232,2232,26784,0.2,0.88,1.11,75
5602.445847,16,20868.32886,1330,1400,420,420,420,420,420,420,420,420,420,420,420,420,5040,-0.7,0.71,0.62,33
23279.88664,676,140154.2801,207,1674,3013.2,3013.2,3013.2,3013.2,3013.2,3013.2,3013.2,3013.2,3013.2,3013.2,3013.2,3013.2,36158.4,0.8,0.77,0.09,13
89401.79275,8,20132.87777,2659,1578,2209.2,2209.2,2209.2,2209.2,2209.2,2209.2,2209.2,2209.2,2209.2,2209.2,2209.2,2209.2,26510.4,0.4,1,1.49,27
31119.19079,8,4385.892009,579,1658,3647.6,3647.6,3647.6,3647.6,3647.6,3647.6,3647.6,3647.6,3647.6,3647.6,3647.6,3647.6,43771.2,1.2,1,0.69,11
50290.72633,32,9841.46427,306,1722,4305,4305,4305,4305,4305,4305,4305,4305,4305,4305,4305,4305,51660,1.5,0.82,0.27,13
87895.67422,7,6623.801939,1011,2304,1382.4,1382.4,1382.4,1382.4,1382.4,1382.4,1382.4,1382.4,1382.4,1382.4,1382.4,1382.4,16588.8,-0.4,1,0.88,11
95060.09803,17,8031.639144,481,1714,3085.2,3085.2,3085.2,3085.2,3085.2,3085.2,3085.2,3085.2,3085.2,3085.2,3085.2,3085.2,37022.4,0.8,1,0.5,13
81228.37722,35,21371.86278,604,1804,3968.8,3968.8,3968.8,3968.8,3968.8,3968.8,3968.8,3968.8,3968.8,3968.8,3968.8,3968.8,47625.6,1.2,1,0.22,35
